gene	biotype	chr	start	end	strand
AC091304.2	unprocessed_pseudogene	15	28454660	28457783	-
AC011468.1	sense_overlapping	19	52058490	52063703	-
MTCYBP28	processed_pseudogene	16	82120638	82121769	-
AC134312.2	lincRNA	16	88177289	88178646	+
AC012508.1	lincRNA	2	127025211	127029686	+
AC105036.2	unprocessed_pseudogene	15	75480661	75480836	+
AC134312.3	lincRNA	16	88087387	88087932	+
AC093249.2	antisense	16	30585907	30608593	+
AC090527.2	protein_coding	15	45587351	45676314	+
AC008269.2	lincRNA	2	206821190	206822294	-
LINC01413	lincRNA	15	57319138	57323908	+
AC020779.2	antisense	15	72140504	72155459	-
AC111152.3	processed_pseudogene	15	30044455	30045296	+
AC141586.2	lincRNA	16	2644084	2645214	-
AC126696.1	lincRNA	16	87780134	87806476	-
AL162741.1	lincRNA	1	1249777	1251334	-
AC120498.2	sense_intronic	16	1257339	1258074	+
AC108097.1	antisense	16	80547842	80552514	-
AC023827.1	processed_pseudogene	16	48849919	48850015	-
AC009097.1	antisense	16	71655027	71664212	+
LINC02137	lincRNA	16	58421326	58462470	+
PPIAP48	transcribed_processed_pseudogene	16	64735925	64737283	+
AC002464.1	antisense	6	110477907	110479436	+
AL807752.5	sense_overlapping	9	136937169	136937988	-
LINC02240	lincRNA	5	124808981	125602227	+
AL138781.1	lincRNA	9	136107808	136109424	-
AC007496.1	antisense	16	53998313	53999969	-
AC124798.1	antisense	11	17380649	17383531	+
AC010889.1	lincRNA	Y	19691941	19694606	-
AC009102.1	sense_intronic	16	56300616	56302904	+
AC141273.1	lincRNA	16	20580999	20586640	+
AL109954.1	lincRNA	20	23481645	23519054	-
AL157831.2	lincRNA	10	22218074	22221168	+
AC105020.2	antisense	15	75636139	75639239	+
DUX4L47	processed_pseudogene	16	34142456	34142849	+
AP000842.3	lincRNA	11	125873031	125874528	-
AC139426.1	processed_pseudogene	15	32313126	32315654	-
AL356432.3	unprocessed_pseudogene	6	127659424	127660338	+
AC092718.2	antisense	16	81016792	81035759	-
AC104640.1	lincRNA	3	175938929	175941037	-
AC034105.4	processed_pseudogene	16	31963803	31964079	+
AC106782.2	lincRNA	16	30355441	30357104	+
CCDC187	protein_coding	9	136249971	136306901	-
AC099511.1	lincRNA	16	76107283	76147806	-
UBL5P4	processed_pseudogene	16	11968508	11968743	-
AC009119.1	antisense	16	83789967	83807834	-
PPIAP51	processed_pseudogene	16	81476023	81476519	-
FRRS1L	protein_coding	9	109130293	109167295	-
KDM7A-DT	bidirectional_promoter_lncRNA	7	140177184	140179640	+
PWRN4	lincRNA	15	23975172	24003435	+
SSSCA1-AS1	processed_transcript	11	65568482	65570423	-
AC020636.2	protein_coding	3	150882997	150941743	-
AC105020.3	antisense	15	75624793	75625690	+
AC099778.1	antisense	3	47379089	47380999	-
AC092130.1	lincRNA	16	80040662	80045745	+
PMF1-BGLAP	protein_coding	1	156212982	156243332	+
LINC02533	lincRNA	6	4491807	4495769	+
APOOP5	transcribed_processed_pseudogene	16	59709993	59755026	-
AC091489.1	lincRNA	16	18002806	18173063	-
AC104083.1	sense_overlapping	4	155734448	155737062	+
AC000032.1	antisense	1	109693117	109693742	-
SUB1P4	processed_pseudogene	16	23537061	23537556	+
AC007608.3	antisense	16	50666211	50671639	+
AC092368.1	unprocessed_pseudogene	16	46573763	46575094	+
AC009087.1	antisense	16	72084857	72087443	+
AC084262.1	sense_overlapping	8	29352420	29353170	-
AP000997.2	lincRNA	11	115638563	115646962	+
AC093524.1	processed_pseudogene	16	25824710	25826330	-
AP001063.1	lincRNA	21	44347767	44348295	-
AL035071.1	lincRNA	20	32856621	32858751	+
AC007346.1	transcribed_processed_pseudogene	16	52942139	52943464	+
LINC02166	lincRNA	16	89682620	89686569	-
SNHG19	lincRNA	16	2154797	2155358	-
AC124944.3	transcribed_unprocessed_pseudogene	3	195913078	195954485	-
AC139887.3	lincRNA	4	836512	837224	-
LINC2194	lincRNA	16	24236104	24252863	+
LINC02562	lincRNA	4	75081702	75084717	-
PPIAP46	transcribed_processed_pseudogene	15	74350768	74364620	+
AC026471.1	antisense	16	31456711	31459736	-
LINC00919	lincRNA	16	52083065	52085109	-
AC105036.3	processed_transcript	15	75527150	75601205	-
AL132996.1	lincRNA	6	90345219	90362632	+
AC093525.2	protein_coding	16	2496032	2520218	+
AL359711.2	antisense	6	109382795	109383666	+
AC068338.2	lincRNA	15	75368155	75369584	+
AC013565.2	processed_pseudogene	15	89037977	89038286	-
AC022167.2	antisense	16	8848105	8860456	+
AC009019.1	antisense	16	22083256	22092231	-
AC098818.2	antisense	4	78773654	78775973	-
AC137932.1	antisense	16	89297508	89298317	+
SLX1B-SULT1A4	processed_transcript	16	29455105	29464963	+
ITFG1-AS1	antisense	16	47144323	47162747	+
EIF4EBP2P2	processed_pseudogene	15	42581156	42581488	-
TPSP2	unprocessed_pseudogene	16	1286351	1288837	-
AL133367.1	antisense	14	103525010	103529072	-
ARMH2	protein_coding	6	24797321	24798889	-
TBC1D3G	protein_coding	17	36323884	36334759	+
AC019294.2	processed_transcript	15	75737820	75763321	+
AC093515.1	lincRNA	16	7888489	7894395	-
AC092115.1	processed_pseudogene	16	69756536	69757937	-
FRG2GP	unprocessed_pseudogene	16	35384144	35385086	-
AC106820.4	sense_intronic	16	2476558	2482173	+
AC095057.3	sense_overlapping	4	40166675	40167831	+
ACTG1P16	transcribed_processed_pseudogene	16	50058150	50059231	-
AC009119.2	protein_coding	16	83908132	83951445	+
AP005482.1	lincRNA	18	12739490	12776137	-
AC108206.1	lincRNA	4	146052604	146056762	-
AC009088.2	antisense	16	31182511	31183285	-
NTRK3-AS1	lincRNA	15	88252730	88271066	+
AC092375.2	lincRNA	16	21794095	21795759	-
PABPC1P13	processed_pseudogene	16	32439069	32441159	-
AC136428.2	processed_pseudogene	16	33771035	33771248	+
AC027277.2	sense_intronic	16	10576499	10578183	-
AC138907.1	lincRNA	16	32663925	32666533	+
AC140658.1	lincRNA	16	33857935	33858864	-
MRC1	protein_coding	10	17809344	17911170	+
AL008727.1	sense_intronic	16	898967	905224	-
AC009812.4	lincRNA	8	80541300	80543104	+
COX6CP1	processed_pseudogene	16	11903923	11904137	-
AC098657.2	lincRNA	1	80114943	80116918	+
HSPB9	protein_coding	17	42121431	42123352	+
PHBP21	processed_pseudogene	16	52934813	52935635	+
ACTR3BP3	processed_pseudogene	16	32379071	32380049	-
AC104024.2	lincRNA	17	17011914	17014990	-
AC007541.1	antisense	12	106954029	106955497	-
AC079148.1	lincRNA	2	18547386	18548204	-
AC010546.1	processed_pseudogene	16	62808222	62808706	-
AC133555.4	unprocessed_pseudogene	16	29449191	29449625	+
AC091544.4	processed_transcript	15	92592574	92596462	-
LINC01570	antisense	16	5601169	5616196	-
HEXA-AS1	antisense	15	72376113	72378788	+
LINC02176	lincRNA	16	84928353	84939603	+
C2orf69P2	processed_pseudogene	16	35492324	35493446	+
AC138811.2	protein_coding	16	18788063	18801519	-
LINC01043	lincRNA	13	112313467	112321758	+
AC133485.1	processed_pseudogene	16	32213380	32213503	-
AC009052.1	processed_transcript	16	57461055	57462737	+
MOCS1P1	processed_pseudogene	16	48496990	48498601	+
AP007216.1	lincRNA	11	69909184	69910994	-
AC087190.1	antisense	16	9105834	9107174	-
AC012173.1	antisense	16	8847650	8848724	-
AC024270.2	antisense	15	83022571	83090782	+
AC092287.1	antisense	16	18926863	18937043	+
DNM1P34	transcribed_unprocessed_pseudogene	15	75299953	75302965	-
AL353708.1	lincRNA	1	179953184	179954440	-
AC106028.3	sense_intronic	15	92779757	92781492	-
AC007218.1	lincRNA	16	9666885	9676843	-
AC009055.1	lincRNA	16	65233056	65432820	+
AC026803.1	sense_overlapping	19	48926171	48926444	+
AC109460.1	antisense	16	28973962	28978824	-
AC027373.1	sense_overlapping	8	100913247	100914388	-
AC120024.1	lincRNA	17	80453735	80454729	-
AC215217.1	lincRNA	10	14061	16544	-
AC026464.3	protein_coding	16	69335091	69356306	-
AQP4-AS1	antisense	18	26655742	27190698	+
AC126323.4	unprocessed_pseudogene	15	62255686	62256421	-
AC083801.2	lincRNA	3	182739669	182740848	-
AC109597.1	antisense	16	12745873	12757835	+
AC074052.1	processed_pseudogene	16	8508069	8508585	+
AC007610.2	antisense	16	50100339	50121943	-
AC087481.1	processed_pseudogene	15	30882267	30883231	-
AL356961.1	lincRNA	13	112083549	112085471	+
LINC01225	transcribed_unitary_pseudogene	1	31500085	31509648	+
AC009108.2	lincRNA	16	86636328	86637145	-
LINC00562	lincRNA	13	47930153	47932622	-
WBP11P1	transcribed_processed_pseudogene	18	32511663	32514634	+
AL360014.1	lincRNA	9	27829276	27844481	+
AC022336.2	sense_overlapping	3	124723788	124726325	+
AC090518.1	lincRNA	15	56542952	56629592	-
AC026462.2	lincRNA	16	52607762	52608158	-
Z92544.1	antisense	16	678504	679777	-
AC092119.1	processed_pseudogene	16	21998310	21999656	+
AC068700.1	sense_overlapping	8	78605952	78609705	+
AC100756.1	unprocessed_pseudogene	15	23337985	23341848	-
AL513534.1	sense_overlapping	10	68698500	68700794	+
AP002761.4	sense_overlapping	11	73238975	73242335	+
AC133485.2	lincRNA	16	32262827	32265514	-
AC120498.3	antisense	16	1156976	1157974	-
AC110079.1	transcribed_unprocessed_pseudogene	4	118591773	118633729	+
AC109446.1	processed_pseudogene	16	17096202	17096421	-
AC009852.1	antisense	15	43302096	43302772	+
AC012414.5	lincRNA	15	20729747	20756183	-
AC040169.2	processed_pseudogene	16	84119293	84121153	+
AL353746.1	sense_overlapping	9	27937617	27944497	-
AC025279.2	transcribed_unprocessed_pseudogene	16	29312350	29331277	+
AC138869.1	processed_pseudogene	16	33154352	33154475	-
AL096828.2	lincRNA	20	63127495	63129459	-
AC092127.1	lincRNA	16	85592266	85595720	+
AL023284.4	lincRNA	6	136335714	136336087	-
AC138869.2	antisense	16	33191561	33195354	-
LINC02182	lincRNA	16	88194281	88195217	+
Z97205.2	lincRNA	6	164084023	164085661	-
LINC02367	lincRNA	12	9367464	9397617	+
AL031709.1	antisense	16	1358900	1361405	-
AC008060.4	sense_overlapping	7	155399922	155401782	+
AGGF1P9	processed_pseudogene	16	35347385	35348297	+
SCX	protein_coding	8	144266560	144268481	+
AC099518.1	lincRNA	16	19086856	19098110	+
AC074051.2	processed_pseudogene	16	5207088	5207439	+
LINC01917	lincRNA	18	53579623	53581059	-
AC093525.3	antisense	16	2571570	2572353	-
AC018552.1	processed_pseudogene	16	57713782	57714957	+
LMF1-AS1	antisense	16	921033	934495	+
LINC01544	lincRNA	18	61748176	61756646	+
AC020978.2	antisense	16	68256162	68260443	-
ATP2A1-AS1	antisense	16	28878957	28879920	-
AC127455.1	processed_pseudogene	16	87945058	87945202	-
AC138749.2	unprocessed_pseudogene	15	28564986	28565152	-
AC011904.1	unprocessed_pseudogene	7	99869841	99869894	+
AC009065.3	antisense	16	2119207	2120248	+
LCMT1-AS1	bidirectional_promoter_lncRNA	16	25085592	25111555	-
LINC02134	lincRNA	16	47965672	47971687	+
GEMIN8P2	processed_pseudogene	16	58776540	58777563	+
TPRKBP2	processed_pseudogene	16	28111173	28111647	-
AL355607.2	lincRNA	9	90997054	91001871	+
NBAT1	lincRNA	6	22134957	22147193	-
C16orf95	protein_coding	16	87083562	87317420	-
AC027458.1	lincRNA	18	71837039	71870788	+
KCNJ18	protein_coding	17	21692523	21704612	+
FTLP14	processed_pseudogene	16	68822587	68823070	+
AL365181.1	lincRNA	1	156509854	156511681	+
AL133355.1	sense_overlapping	10	103877374	103879761	-
AL049796.1	bidirectional_promoter_lncRNA	1	93847174	93848939	+
AC018557.1	antisense	16	66720897	66731785	+
AC126696.2	antisense	16	87836532	87837663	+
AC018552.2	antisense	16	57681124	57701730	-
LINC01290	lincRNA	16	10514842	10528202	-
C15orf59-AS1	lincRNA	15	73752317	73770613	+
AC023794.7	lincRNA	12	54145069	54147225	-
PPIAP49	processed_pseudogene	16	74220929	74221427	+
AC074050.1	processed_pseudogene	16	31697397	31697607	-
AC068987.3	lincRNA	12	51815043	51842106	+
AL353719.1	lincRNA	10	99621055	99621918	+
AC104794.3	lincRNA	2	10021578	10022825	+
LINC01584	antisense	15	86078809	86116717	-
AC007333.1	lincRNA	16	52238082	52269440	+
AC009145.1	sense_intronic	16	79090050	79101754	+
C2orf69P4	processed_pseudogene	16	35352482	35353022	+
AC008870.1	3prime_overlapping_ncRNA	16	23670011	23675499	+
AC015720.1	processed_pseudogene	15	75022980	75023256	+
AC131902.2	lincRNA	8	53388701	53390872	-
AC116348.1	antisense	16	30480588	30481346	-
AC007216.1	antisense	16	11976851	11977850	-
MYL12BP1	processed_pseudogene	15	42571927	42572433	+
CISTR	lincRNA	12	53750447	53757034	-
AC011773.4	antisense	8	85172077	85177062	-
AC002310.3	unprocessed_pseudogene	16	30537202	30538231	-
AC009148.1	antisense	16	81310731	81313423	-
AC009041.1	lincRNA	16	991151	1000926	-
AC141846.1	processed_pseudogene	16	47760780	47760921	-
AC126696.3	lincRNA	16	87773488	87779374	-
AC010336.2	antisense	19	7918652	7919157	-
AC010551.1	lincRNA	16	84342464	84343407	-
AC096644.4	lincRNA	1	220401122	220404033	+
AC133919.1	lincRNA	16	90105095	90106316	-
AL590787.1	lincRNA	13	25300124	25301438	-
AC004381.1	antisense	16	20743663	20766620	-
AC009145.2	sense_intronic	16	79105957	79110882	+
AC009086.1	processed_pseudogene	16	29624517	29624825	+
AC034229.2	lincRNA	5	10195121	10197628	-
AC133548.1	unprocessed_pseudogene	16	32356981	32363695	-
AC009093.2	lincRNA	16	29139661	29216706	+
BMS1P8	transcribed_unprocessed_pseudogene	16	33687025	33698504	-
AC096734.2	antisense	4	42657496	42657928	+
AC010547.3	antisense	16	71513863	71517849	+
AC106785.1	processed_pseudogene	16	35722268	35722529	-
CYP3A52P	unprocessed_pseudogene	7	99872168	99872258	+
AC140658.2	unprocessed_pseudogene	16	33875039	33875468	-
AC109347.1	antisense	4	112229561	112231596	-
FAM157C	lincRNA	16	90102271	90178344	+
AC010551.2	antisense	16	84295498	84296985	-
AL031598.1	lincRNA	16	1111627	1113399	+
AC100827.3	sense_overlapping	15	72589691	72591845	+
AL035071.2	antisense	20	32843128	32854257	-
AC012184.2	protein_coding	16	70299194	70372582	+
ABHD17AP8	unprocessed_pseudogene	16	32199902	32202822	+
AL031722.1	sense_overlapping	16	1841020	1843547	-
AL499627.1	lincRNA	20	62513909	62516096	-
AC026771.1	antisense	16	58116885	58119353	+
AL035425.2	protein_coding	X	108722070	108732687	-
MT1L	transcribed_unprocessed_pseudogene	16	56617476	56618818	+
AC136618.1	lincRNA	16	18570448	18571683	-
PWRN2	lincRNA	15	24162754	24169948	-
AC023043.1	antisense	18	36179996	36187448	-
AC092681.2	lincRNA	7	150000752	150005124	+
AC018557.2	lincRNA	16	66738263	66739326	+
AC132872.1	lincRNA	17	82293716	82294910	+
AL161912.2	lincRNA	9	79889001	79892007	+
ERVK13-1	processed_transcript	16	2660349	2673444	-
AC127459.1	3prime_overlapping_ncRNA	16	23061406	23064173	-
AC074050.2	lincRNA	16	31699676	31700465	-
AC090398.1	lincRNA	18	74211391	74240555	-
AC133550.1	antisense	16	28830612	28837200	-
BNIP3P5	processed_pseudogene	15	42313687	42314386	+
AC069224.1	antisense	3	160753428	160755142	-
AC007493.1	lincRNA	16	50407666	50546347	+
AL360157.1	lincRNA	6	81969453	81969539	-
AC133485.3	antisense	16	32250620	32254422	-
EIF5A2P1	processed_pseudogene	15	72041194	72041653	-
AC126773.2	antisense	16	68644248	68646168	-
AC110597.1	lincRNA	18	67481791	67484966	-
AC024270.3	antisense	15	83113617	83114566	-
AC009035.1	lincRNA	16	26721874	26729126	+
AC011374.1	antisense	5	151652275	151655449	+
TPST2P1	processed_pseudogene	15	36626674	36627775	-
AP000223.1	antisense	21	25582770	25583326	-
AC142381.2	processed_pseudogene	16	32116700	32116997	+
AL359851.1	lincRNA	X	121871869	121876865	+
AC064799.2	sense_intronic	15	71342324	71348471	+
AC027702.1	lincRNA	8	41828165	41829934	-
STAM-AS1	antisense	10	17641284	17643878	-
AC023824.2	processed_pseudogene	16	35193335	35193734	+
AC130456.3	antisense	16	19476916	19487899	-
AC009097.2	antisense	16	71623708	71626816	-
AC099313.1	antisense	16	80736360	80742305	+
OR4C49P	unprocessed_pseudogene	11	50053410	50054309	-
DUX4	protein_coding	4	190173774	190185942	+
AC012531.1	lincRNA	12	54019910	54022589	+
FRG2IP	unprocessed_pseudogene	16	35405747	35407349	-
AC011467.1	sense_intronic	19	22520995	22527949	-
AC092125.1	sense_intronic	16	61691756	61693750	-
AC131391.1	sense_intronic	16	12545482	12546684	+
HMGN2P40	processed_pseudogene	15	68254549	68254939	+
AC133539.1	sense_intronic	16	87892938	87893685	-
AL590004.4	lincRNA	6	3904920	3911979	-
AC027688.1	lincRNA	16	51035118	51038764	-
AC024270.4	antisense	15	83012661	83061845	+
AC142086.3	processed_pseudogene	16	32931768	32932569	-
AC106785.2	lincRNA	16	35785569	35786887	-
AC009097.3	lincRNA	16	71726975	71727992	+
Z98885.2	lincRNA	22	49832616	49837786	-
RPL23AP97	processed_pseudogene	13	114346167	114346637	+
AC007728.1	antisense	16	50783859	50803338	-
AC138028.5	antisense	16	88741631	88742367	+
AC025917.1	antisense	15	52577842	52598709	+
AC068870.1	lincRNA	15	80990804	80993258	-
AC027688.2	lincRNA	16	51054728	51056399	-
AC092140.1	antisense	16	56409320	56411683	+
AC073476.2	processed_pseudogene	2	231810348	231810844	-
AC018943.1	antisense	15	73870950	73873366	-
AC026471.2	antisense	16	31508471	31509256	+
AC136944.1	lincRNA	16	33533816	33534976	-
AC142381.3	transcribed_unprocessed_pseudogene	16	31975803	32003728	+
BGLT3	lincRNA	11	5244554	5245546	-
SNAI3-AS1	antisense	16	88663298	88687186	+
RBM22P12	processed_pseudogene	16	31680847	31682101	+
AC010207.1	lincRNA	3	134347288	134349233	-
AC012508.2	lincRNA	2	127024252	127025723	-
AC092338.1	antisense	16	22365121	22369047	+
AC025678.1	processed_pseudogene	15	34394594	34394931	+
AP003115.1	lincRNA	8	97241742	97242204	-
AC114811.2	antisense	4	98658904	98664550	+
AC139426.2	lincRNA	15	32359538	32367784	+
AC092718.3	protein_coding	16	81053587	81096296	-
HERC2P5	transcribed_unprocessed_pseudogene	16	32741314	32776196	+
AL359715.2	lincRNA	6	80466958	80469080	+
AL031705.1	lincRNA	16	1512979	1514675	+
AC127537.1	antisense	17	18268080	18268828	+
AC020658.3	sense_intronic	15	40232082	40236109	+
AC133485.4	transcribed_processed_pseudogene	16	32189262	32189481	+
AC010542.1	antisense	16	66579983	66580716	-
AF213884.3	antisense	4	102500841	102501319	-
AC237221.1	lincRNA	7	57404771	57416203	+
AC107871.2	lincRNA	15	68267792	68277994	-
AC138305.1	lincRNA	16	63314264	63618046	-
AC009113.2	antisense	16	89226807	89228692	-
AC113208.2	transcribed_unitary_pseudogene	15	75226401	75234834	-
AC116903.2	antisense	15	92148752	92331037	-
AC138915.1	processed_pseudogene	16	32460266	32460362	-
AC004158.1	lincRNA	16	72425948	72533892	+
AC093536.1	processed_pseudogene	16	64260570	64261239	-
AL096870.2	processed_transcript	14	24209646	24215987	-
AC134508.1	lincRNA	3	72321051	72324027	-
AC010536.2	sense_intronic	16	87739771	87747706	-
AC100827.4	lincRNA	15	72615810	72618250	+
AL034376.2	lincRNA	6	4599287	4602420	-
AC026826.3	processed_pseudogene	15	79743311	79743468	+
AC109446.2	unprocessed_pseudogene	16	17094351	17094927	-
LINC01541	lincRNA	18	71519962	71578956	-
AL445531.1	lincRNA	9	97743208	97744935	+
AC093249.3	transcribed_processed_pseudogene	16	30615256	30615679	-
AP007216.2	lincRNA	11	69921638	69926813	-
AGGF1P5	processed_pseudogene	16	35420291	35421209	+
AC130456.4	antisense	16	19410729	19411662	-
RN7SKP176	misc_RNA	16	81961926	81962243	+
AL591643.1	lincRNA	X	127660631	127662530	-
AC027104.1	processed_pseudogene	15	75950464	75951144	-
AC008669.1	sense_overlapping	5	122832356	122834533	+
AC026470.1	processed_pseudogene	16	48470953	48471133	-
HNRNPA3P11	processed_pseudogene	15	57246960	57247893	-
CYCSP39	processed_pseudogene	16	25454339	25454647	-
ANKRD20A1	protein_coding	9	67859147	67902094	+
AC026150.1	lincRNA	15	30540093	30545969	+
AC009145.3	antisense	16	79077376	79078234	-
AC022164.1	lincRNA	16	65861112	65863784	-
AL591848.3	lincRNA	1	246682108	246685075	+
AC025284.1	antisense	16	77433382	77444336	+
AL031713.1	unprocessed_pseudogene	16	1101260	1105461	-
LINC00543	lincRNA	13	27953526	27955370	+
AC022166.1	lincRNA	16	80065836	80167577	+
AL118516.1	antisense	22	46761894	46762563	-
AC120498.4	lincRNA	16	1294551	1299166	-
AL121839.2	sense_intronic	14	91752856	91759798	-
AC133552.1	processed_pseudogene	16	25015978	25021023	+
AC093536.2	lincRNA	16	64155169	64156574	+
AC009133.3	antisense	16	29745247	29748299	+
LINC01243	lincRNA	9	31371611	31381490	-
AF067845.1	lincRNA	8	1368642	1369833	-
VN1R67P	unitary_pseudogene	16	31801585	31802497	-
AC007598.1	sense_intronic	16	12372812	12373899	+
VN1R69P	processed_pseudogene	16	35134514	35135075	+
AC005307.1	lincRNA	19	28418483	28429490	-
KLF8P1	processed_pseudogene	16	48718083	48719143	+
SLC7A5P1	unprocessed_pseudogene	16	29613104	29613640	-
AC009690.1	protein_coding	15	72284727	72375981	-
KRT8P22	processed_pseudogene	16	78048483	78049897	-
